R,F,M,C,cluster
12.17,2,106.85,0.10250145,1
14.37,2,60.98,0.0,1
13.37,2,430.08,0.0,1
11.53,5,328.93,0.04447842,1
9.03,2,65.98,0.0,1
12.83,2,49.14,0.0,1
16.33,2,17.8,0.0,1
15.9,3,65.84,0.0,1
11.3,2,62.33,0.0,1
14.8,2,71.28,0.0,1
8.5,2,331.97,0.0,0
13.2,2,36.58,0.0,1
9.3,2,79.15,0.0,1
10.6,2,218.24,0.0,1
16.13,2,225.89,0.0,1
16.27,2,27.85,0.0,1
12.8,3,193.97,0.0719017,1
9.3,2,66.05,0.0,1
14.07,2,62.98,0.0,1
10.6,4,167.51,0.04351325,1
11.2,2,159.08,0.0,1
12.93,2,142.56,0.0,1
12.0,2,35.98,0.0,1
10.13,2,163.8,0.0,1
8.13,2,45.98,0.0,1
13.23,2,85.98,0.0,1
11.9,2,73.98,0.0,1
15.07,2,62.97,0.0,1
14.77,2,21.18,0.0,1
13.4,3,158.97,0.0,1
11.9,2,59.75,0.0,1
14.3,2,21.98,0.0,1
10.5,2,309.98,0.0,1
8.23,3,65.97,0.0,1
12.03,2,34.12,0.0,1
11.57,2,73.24,0.0435365,1
16.13,2,54.98,0.0,1
10.0,2,43.9,0.0,1
13.9,3,107.97,0.0,1
11.13,2,106.4,0.0,1
12.87,2,124.44,0.0,1
9.13,2,39.98,0.0,1
14.2,2,23.31,0.0,1
14.4,2,54.98,0.0,1
15.2,2,35.77,0.0,1
9.7,2,69.44,0.0,1
16.73,2,58.46,0.0,1
14.17,3,648.02,0.0,1
15.67,2,42.98,0.0,1
14.3,3,160.83,0.0,1
12.93,2,45.98,0.0,1
14.83,2,249.98,0.0,1
12.63,2,108.97,0.0,1
12.27,2,98.28,0.0,1
9.77,2,79.96,0.0,1
14.6,2,44.9,0.0,1
14.4,2,77.98,0.0,1
15.93,2,53.98,0.0,1
16.93,2,75.98,0.0,1
9.8,2,339.98,0.0,1
15.73,2,46.74,0.0,1
15.3,2,73.99,0.0,1
15.07,2,43.35,0.0,1
10.1,2,100.14,0.0,1
15.63,2,53.98,0.0,1
9.13,2,61.76,0.0,1
9.17,2,47.96,0.0,1
14.63,2,262.93,0.0,1
10.17,2,170.48,0.0,1
9.37,2,69.97,0.0,1
14.07,2,165.51,0.0,1
17.07,2,269.96,0.0,1
13.33,2,355.95,0.0,1
14.63,2,66.53,0.0,1
10.33,2,56.78,0.0,1
14.47,2,47.98,0.0,1
16.6,2,269.97,0.0,1
14.97,3,87.42,0.0,1
11.63,2,50.98,0.0,1
14.53,2,154.47,0.0,1
15.27,2,89.98,0.0,1
10.13,2,67.9,0.0,1
12.43,2,53.96,0.09097045,1
11.3,2,29.97,0.0,1
15.8,2,224.52,0.0,1
8.27,2,44.74,0.0,1
13.47,3,159.96,0.02149756667,1
16.03,2,62.0,0.0,1
9.77,2,224.95,0.04550965,1
11.5,2,53.98,0.0,1
10.77,2,35.98,0.0,1
15.97,2,49.97,0.0,1
16.1,2,72.17,0.0,1
11.43,3,199.95,0.0,1
10.03,2,50.86,0.06523630000000001,1
10.4,2,48.29,0.0,1
9.37,2,144.98,0.0,1
8.23,2,21.26,0.0,1
12.43,2,45.27,0.0,1
15.87,2,104.56,0.0,1
8.73,2,22.98,0.0,1
11.0,2,99.3,0.0,1
12.0,2,167.76,0.0,1
9.03,2,39.98,0.02382085,1
8.83,2,54.89,0.0,1
15.83,2,114.16,0.0,1
11.9,3,88.16,0.0,1
16.1,2,128.51,0.0,1
12.23,2,72.42,0.0,1
9.9,2,193.51,0.0,1
10.73,2,559.98,0.0,1
15.5,2,159.98,0.0454597,1
9.73,2,108.45,0.0,1
15.9,2,83.26,0.02381575,1
13.53,2,43.98,0.0,1
12.93,2,14.5,0.0,1
10.07,2,156.48,0.0,1
14.73,2,71.97,0.0591193,1
9.23,2,69.87,0.0,1
9.27,2,187.97,0.0,1
12.27,2,38.98,0.0,1
8.8,2,60.23,0.0,1
9.3,2,53.98,0.0,1
11.13,3,62.22,0.0,1
9.0,2,88.44,0.0,1
11.97,2,31.4,0.0,1
16.4,2,62.8,0.0,1
15.9,2,41.67,0.01602995,1
12.9,2,196.86,0.0,1
11.17,2,86.97,0.0,1
8.97,3,204.15,0.0,1
10.8,2,32.33,0.0,1
15.53,2,219.96,0.0,1
10.63,2,27.98,0.0,1
11.0,2,47.98,0.0,1
8.43,2,231.98,0.0,0
9.67,3,34.14,0.0,1
13.33,2,109.95,0.0,1
11.73,2,148.98,0.10001065,1
16.2,2,101.96,0.041066399999999996,1
13.13,2,33.43,0.0,1
12.97,2,98.98,0.0,1
15.5,2,75.21,0.0,1
13.13,2,21.98,0.0,1
13.1,2,25.98,0.0,1
13.0,2,243.43,0.0,1
15.33,2,66.81,0.0,1
11.17,2,87.96,0.0,1
9.03,2,37.41,0.0,1
9.6,2,48.06,0.0,1
12.83,2,39.98,0.0,1
9.9,2,83.14,0.0,1
8.83,2,71.82,0.0,1
8.63,2,119.92,0.0,1
10.4,2,68.18,0.0,1
9.17,2,64.73,0.0,1
16.7,2,39.82,0.0,1
10.7,2,59.96,0.0,1
15.77,3,101.07,0.0,1
15.27,4,213.96,0.0,1
8.7,3,59.97,0.0,1
16.1,3,132.56,0.00241003333,1
11.67,3,39.04,0.0,1
11.97,4,535.85,0.0,1
16.2,2,128.9,0.0,1
11.07,3,145.82,0.0,1
17.0,2,62.97,0.0,1
16.8,3,60.66,0.0,1
12.9,2,131.85,0.0,1
9.47,2,158.73,0.0175466,1
14.83,2,547.89,0.0,1
9.77,2,96.86,0.0454597,1
11.43,2,52.98,0.0,1
11.7,4,428.64,0.0,1
16.73,2,71.47,0.0,1
8.67,4,166.85,0.011912325,1
10.77,2,439.98,0.0,1
14.33,2,164.98,0.0,1
13.03,2,25.72,0.0,1
9.03,2,79.98,0.0,1
14.6,2,182.97,0.0,1
11.97,2,25.46,0.0,1
16.23,2,241.51,0.0,1
8.67,2,133.98,0.0,1
16.67,2,70.97,0.0,1
16.73,2,79.98,0.0,1
8.33,2,29.4,0.0,1
13.5,2,42.61,0.0,1
16.23,2,15.98,0.0,1
11.07,2,106.84,0.0,1
15.73,2,60.64,0.0,1
16.73,2,59.98,0.0,1
16.17,2,15.21,0.0,1
8.73,3,86.97,0.0,1
9.2,3,61.41,0.03513703333,1
16.2,2,63.26,0.0,1
15.17,2,39.72,0.0,1
10.13,2,37.98,0.0,1
10.33,2,82.97,0.0,1
9.03,2,21.26,0.0,1
16.13,2,137.98,0.03378835,1
15.67,2,60.58,0.0,1
10.13,2,191.46,0.0,1
15.87,2,8.97,0.0,1
13.47,2,102.97,0.1000178,1
11.1,2,94.97,0.0,1
10.17,2,47.98,0.06524105,1
16.77,2,36.73,0.01778215,1
10.23,2,69.98,0.0,1
16.97,2,131.78,0.0,1
15.47,2,79.98,0.0,1
9.23,2,235.96,0.0,1
17.2,2,55.98,0.0,1
10.4,2,77.26,0.0,1
16.37,2,125.37,0.0,1
9.5,2,52.92,0.0,1
8.53,2,19.98,0.0238322,1
11.6,2,88.98,0.0,1
16.37,2,316.43,0.0,1
9.9,2,567.97,0.0,1
11.47,2,24.98,0.04548635,1
14.37,2,56.98,0.0,1
16.63,2,140.61,0.0,1
14.97,2,166.36,0.0,1
8.53,2,78.61,0.0,1
9.63,2,60.98,0.0,1
14.7,2,13.3,0.0,1
13.2,2,35.54,0.0,1
11.83,2,53.96,0.0,1
10.17,2,85.47,0.02378015,1
13.17,2,229.98,0.0,1
9.83,2,126.88,0.0,1
15.23,4,243.94,0.0,1
16.57,2,99.94,0.0,1
11.93,2,74.61,0.0,1
10.87,2,43.15,0.0,1
12.6,2,45.98,0.0,1
14.93,2,105.01,0.0,1
11.93,2,70.78,0.0,1
9.47,2,62.97,0.0,1
12.97,2,87.98,0.0,1
15.7,3,181.98,0.0,1
13.53,2,83.97,0.0,1
10.03,2,12.98,0.0,1
9.77,2,150.36,0.017521000000000002,1
12.07,2,49.16,0.0,1
16.17,2,84.48,0.02378015,1
14.33,2,189.95,0.0,1
12.27,2,35.11,0.0,1
15.3,4,342.94,0.0,1
12.3,2,154.5,0.0,1
12.03,2,249.98,0.0,1
8.17,2,144.98,0.0,0
11.6,2,46.96,0.0,1
15.7,2,119.25,0.0,1
15.63,3,385.8,0.0,1
13.6,2,61.26,0.0,1
15.57,2,51.98,0.0,1
15.67,2,134.81,0.0,1
9.53,2,57.98,0.0,1
15.27,2,89.74,0.0,1
10.63,2,375.97,0.0,1
10.43,3,52.32,0.0,1
10.6,2,52.98,0.0,1
17.07,2,124.22,0.0,1
12.8,3,37.99,0.0,1
10.0,3,107.96,0.0,1
16.13,2,31.98,0.1111729,1
10.23,2,33.68,0.0,1
16.57,2,255.96,0.0238116,1
10.13,2,34.19,0.0,1
13.13,2,80.17,0.0,1
10.37,3,206.85,0.0,1
12.53,2,120.62,0.0,1
9.57,2,118.98,0.0,1
13.33,2,29.98,0.0,1
11.6,2,82.15,0.0,1
11.03,2,82.98,0.0,1
13.9,2,31.19,0.0,1
12.83,2,23.38,0.0,1
16.47,2,132.39,0.0,1
16.3,3,120.97,0.0,1
12.2,2,179.98,0.0,1
15.3,2,111.97,0.0,1
11.53,2,15.98,0.0,1
13.6,2,23.1,0.0,1
9.87,2,31.98,0.0,1
8.5,2,231.98,0.0,0
8.07,2,104.28,0.0,1
9.23,2,38.7,0.0,1
9.03,2,37.98,0.0,1
16.07,2,237.34,0.0,1
13.83,2,129.67,0.02873135,1
10.2,2,116.42,0.0,1
8.47,2,158.37,0.0,1
14.97,3,53.94,0.0,1
16.2,2,277.97,0.0,1
15.33,2,78.97,0.0,1
16.5,2,107.89,0.0,1
16.43,2,89.06,0.0,1
12.4,2,57.98,0.11541525,1
14.67,2,33.98,0.0,1
9.1,2,479.98,0.0,0
15.9,2,53.97,0.0454775,1
11.63,2,49.98,0.0,1
13.23,2,69.65,0.0124279,1
16.2,3,58.15,0.0,1
16.27,2,24.05,0.0,1
10.4,4,383.95,0.0,1
10.7,2,48.6,0.0385505,1
16.27,2,185.15,0.0,1
9.77,2,211.85,0.0,1
13.4,2,49.98,0.0,1
14.9,2,32.94,0.0455298,1
16.1,2,77.64,0.0,1
15.17,2,33.98,0.0,1
9.6,2,84.3,0.1191223,1
15.1,3,259.13,0.0,1
16.9,3,116.96,0.0,1
15.53,2,159.92,0.0,1
14.97,2,228.12,0.0,1
13.17,2,119.98,0.0,1
11.6,2,31.98,0.0,1
10.2,2,51.28,0.0,1
9.0,2,38.94,0.0,1
14.77,3,384.97,0.039065699999999995,1
10.73,3,318.38,0.09904553333,1
10.07,2,296.87,0.0,1
8.83,2,25.9,0.0,1
8.33,2,49.98,0.0,1
10.43,2,127.07,0.0,1
11.1,2,36.42,0.0,1
11.2,2,135.0,0.1029879,1
13.5,2,25.32,0.0,1
8.43,2,242.97,0.0,0
15.93,2,42.98,0.0,1
12.43,2,35.97,0.0,1
13.13,4,123.3,0.0,1
16.0,2,245.98,0.057256299999999996,1
9.87,2,231.78,0.0,1
9.1,2,19.98,0.0,1
12.97,2,83.59,0.0,1
14.6,2,29.67,0.0,1
10.6,2,107.98,0.11924805,1
9.13,2,43.95,0.0,1
10.2,2,51.98,0.0714541,1
10.17,2,94.98,0.0,1
16.1,2,59.61,0.0,1
15.43,2,65.09,0.0,1
9.63,2,159.97,0.0,1
16.83,2,44.28,0.0,1
13.03,2,106.98,0.10785255,1
9.2,2,68.34,0.0,1
9.13,3,201.99,0.0,1
16.27,2,40.45,0.07354975,1
11.3,3,77.49,0.0,1
11.13,2,51.32,0.0,1
14.7,2,112.11,0.0,1
14.63,2,73.64,0.0,1
11.77,2,36.98,0.0,1
11.9,2,36.88,0.0,1
12.0,2,122.98,0.0,1
10.4,2,33.98,0.04547885,1
16.27,2,137.08,0.0,1
14.6,2,216.96,0.0,1
16.2,3,67.93,0.0,1
9.93,2,91.98,0.0,1
15.9,2,159.98,0.0789557,1
9.03,3,38.85,0.0,1
12.43,2,51.48,0.0,1
10.6,2,75.22,0.0,1
14.2,2,159.96,0.01613295,1
12.77,2,46.96,0.0,1
13.6,2,38.98,0.0,1
12.2,2,47.23,0.0,1
14.73,2,112.98,0.0,1
11.2,4,145.9,0.0,1
15.23,3,264.59,0.0,1
12.33,2,37.36,0.0,1
14.0,3,120.94,0.0303168,1
11.8,2,87.96,0.0,1
14.53,2,30.81,0.0,1
15.0,2,360.35,0.0,1
9.63,3,67.54,0.0,1
16.33,3,52.68,0.0,1
10.47,3,188.95,0.0734862,1
10.43,2,59.98,0.0909366,1
14.33,4,154.94,0.0,1
12.0,3,119.96,0.0,1
14.23,2,82.2,0.0,1
11.43,2,39.29,0.0,1
9.2,2,58.98,0.0,1
12.43,2,80.74,0.0,1
15.57,2,24.58,0.0,1
8.37,2,185.98,0.0,1
8.43,2,21.26,0.0,1
11.37,2,66.58,0.0238152,1
8.67,2,135.0,0.0,1
11.07,2,39.41,0.0,1
15.07,2,214.98,0.0,1
12.27,2,33.98,0.0,1
16.67,2,41.22,0.0,1
15.37,2,309.98,0.0,1
9.97,2,29.98,0.0,1
10.37,2,22.58,0.0,1
15.4,2,379.98,0.0,1
16.1,2,240.16,0.0059628,1
13.6,2,319.98,0.0,1
15.47,2,200.15,0.0,1
11.6,2,69.36,0.0,1
13.73,2,59.41,0.0,1
13.73,2,59.71,0.0,1
12.17,2,159.98,0.0,1
11.53,2,297.89,0.0,1
14.67,2,47.47,0.0,1
16.77,2,21.98,0.0,1
13.87,2,188.74,0.0,1
11.27,3,127.96,0.0,1
16.43,2,113.98,0.0,1
14.07,2,66.85,0.0,1
8.13,2,64.98,0.0,1
10.33,2,39.2,0.0,1
10.8,2,58.98,0.0,1
16.27,2,79.98,0.0,1
11.57,2,93.47,0.0,1
11.37,3,286.97,0.02469226667,1
10.8,2,21.58,0.0,1
16.7,2,76.97,0.0,1
8.8,2,72.4,0.0,1
12.0,3,187.27,0.0,1
9.17,2,424.5,0.0,0
10.17,2,31.98,0.0,1
11.4,2,50.97,0.0,1
13.67,3,410.37,0.0,1
15.57,2,46.97,0.0,1
11.57,2,67.89,0.0,1
10.4,2,40.9,0.0,1
10.43,2,64.96,0.0,1
13.87,2,72.95,0.0,1
12.9,2,198.92,0.0,1
8.8,2,299.98,0.0,1
14.9,2,24.74,0.0,1
9.27,2,68.4,0.0,1
12.83,2,59.21,0.0,1
10.53,2,48.97,0.0,1
10.33,2,145.45,0.0,1
10.8,2,59.08,0.0,1
14.4,2,525.9,0.0,1
12.9,2,78.19,0.0,1
13.77,2,21.96,0.0,1
8.67,4,196.96,0.0,0
16.77,2,22.95,0.0,1
9.67,2,66.01,0.0,1
14.63,2,194.97,0.0,1
8.87,2,54.61,0.0,1
10.2,2,54.54,0.0,1
11.6,2,61.62,0.0,1
8.57,3,156.05,0.0,1
8.37,2,113.14,0.0,1
12.9,2,65.62,0.0,1
15.3,2,78.7,0.0,1
10.57,2,59.74,0.0,1
11.87,2,100.97,0.0,1
15.67,2,39.96,0.0909918,1
14.83,2,204.98,0.0,1
14.83,2,38.88,0.0,1
9.53,2,25.9,0.0,1
12.8,4,523.82,0.0,1
16.13,2,160.54,0.0,1
8.2,2,26.3,0.0,1
15.87,2,20.22,0.0,1
16.87,2,38.88,0.0,1
9.2,2,559.98,0.0,0
8.33,2,181.87,0.0,0
16.57,2,61.98,0.0,1
8.9,2,25.9,0.0,1
10.67,2,479.98,0.0,1
13.33,2,72.04,0.0,1
14.63,2,69.48,0.0,1
15.77,2,79.98,0.0,1
11.83,3,143.52,0.0,1
17.03,2,40.97,0.0,1
11.83,2,32.62,0.0,1
16.63,2,34.98,0.0,1
12.33,2,500.51,0.0,1
9.03,2,38.44,0.0,1
13.87,2,179.98,0.0,1
15.43,2,74.36,0.0,1
12.33,2,42.94,0.0,1
14.37,2,217.88,0.0,1
8.53,2,269.97,0.0,0
10.6,2,97.53,0.0,1
10.57,2,226.97,0.0,1
16.13,3,95.96,0.0,1
8.47,2,25.98,0.0,1
13.77,2,334.96,0.0,1
10.2,2,22.78,0.0,1
15.2,3,153.97,0.01585343333,1
12.7,3,389.87,0.0,1
9.0,2,41.94,0.0,1
8.33,2,119.98,0.0,1
11.8,2,29.98,0.0,1
16.63,2,215.97,0.0,1
8.23,2,98.97,0.0238164,1
9.57,2,108.18,0.0,1
11.23,2,82.98,0.05212575,1
16.33,2,85.38,0.0,1
9.2,2,17.98,0.0,1
13.63,2,49.98,0.0,1
11.03,3,76.32,0.0,1
11.6,2,39.98,0.0,1
15.0,4,309.8,0.0,1
10.73,2,35.97,0.08337195,1
16.93,2,104.16,0.0,1
8.17,2,51.98,0.0,1
12.77,2,35.1,0.0415875,1
12.2,2,32.55,0.0,1
10.47,2,52.98,0.0,1
14.17,2,19.98,0.0,1
9.67,2,47.31,0.0,1
9.67,2,206.7,0.0,1
11.27,3,131.96,0.002229,1
16.67,2,104.22,0.0,1
10.2,2,41.98,0.0,1
10.43,2,72.89,0.0,1
12.47,3,392.97,0.0,1
10.87,2,47.91,0.0,1
11.43,2,479.98,0.0,1
10.1,2,649.94,0.0,1
8.67,2,54.97,0.0,1
15.0,2,20.43,0.0,1
15.6,4,344.16,0.0,1
10.13,2,136.55,0.0,1
10.97,2,33.17,0.0,1
10.5,2,239.98,0.0,1
16.37,2,99.57,0.0,1
8.8,2,68.97,0.02381435,1
10.17,2,27.98,0.08828725,1
13.23,2,84.98,0.0,1
13.53,2,167.65,0.0,1
15.63,2,92.67,0.0,1
16.5,2,23.97,0.0,1
10.73,2,99.43,0.0,1
11.7,2,86.77,0.0,1
12.23,3,92.5,0.0,1
14.9,2,27.13,0.0,1
14.17,2,302.96,0.01142395,1
8.87,2,23.98,0.0,1
9.9,2,18.72,0.0,1
12.9,2,49.98,0.0,1
14.27,2,77.21,0.0,1
15.3,2,192.08,0.0,1
10.43,2,41.97,0.0732154,1
15.73,2,71.96,0.0750059,1
15.83,2,26.06,0.0,1
11.77,2,23.36,0.0,1
14.37,2,179.98,0.0,1
12.17,2,95.13,0.0,1
11.47,2,35.97,0.0,1
11.83,2,33.98,0.02382285,1
12.5,2,53.98,0.0,1
13.2,2,36.95,0.0,1
15.63,2,485.3,0.032713900000000004,1
12.7,2,59.96,0.0,1
8.27,2,24.98,0.0,1
11.7,2,163.16,0.02383015,1
11.73,2,69.09,0.0,1
9.63,2,398.57,0.0,1
12.97,2,177.3,0.0,1
11.53,2,253.85,0.0,1
8.63,2,106.61,0.0,1
14.87,2,63.79,0.0,1
13.6,2,20.97,0.0,1
13.27,2,118.96,0.026795299999999998,1
14.7,2,74.95,0.0,1
9.83,2,64.69,0.0,1
13.37,4,507.45,0.002248625,1
16.2,2,62.22,0.0,1
12.03,3,319.97,0.05883046667000001,1
12.0,2,64.88,0.0,1
9.33,2,110.27,0.0238072,1
14.13,3,90.32,0.0,1
9.03,2,115.1,0.0,1
9.13,2,19.9,0.0,1
15.07,2,63.98,0.0,1
8.2,2,42.03,0.0,1
15.4,3,143.81,0.0,1
14.63,2,61.98,0.0,1
13.37,2,72.04,0.0,1
13.13,2,33.98,0.0,1
15.67,2,51.98,0.0806712,1
10.3,2,234.89,0.0,1
12.2,2,52.5,0.0,1
16.33,2,122.98,0.0,1
13.57,3,465.96,0.1015337,1
11.4,2,295.15,0.0,1
12.9,2,112.89,0.0,1
9.6,2,85.98,0.0,1
15.0,2,23.98,0.0,1
10.37,2,9.98,0.0,1
11.43,2,69.95,0.0,1
9.5,3,91.8,0.0,1
9.13,2,69.06,0.0,1
9.27,2,155.76,0.0,1
8.43,2,59.98,0.0,1
14.63,2,62.96,0.0,1
13.5,2,50.96,0.0,1
14.03,2,604.96,0.0,1
9.4,2,279.97,0.0,1
10.57,3,34.08,0.0,1
12.97,2,121.71,0.0,1
13.37,3,454.22,0.0,1
12.4,2,28.88,0.0,1
8.93,3,22.12,0.0,1
11.37,2,182.7,0.0,1
13.47,2,67.65,0.0,1
11.33,3,28.97,0.0,1
14.7,2,58.96,0.0,1
8.07,2,23.98,0.0,1
11.83,2,88.98,0.0,1
13.17,2,51.47,0.0,1
13.33,2,119.98,0.0238133,1
9.83,2,89.97,0.0,1
12.97,2,29.98,0.0,1
10.53,2,59.07,0.0,1
12.57,2,45.41,0.0,1
10.5,2,75.98,0.0,1
11.83,2,71.01,0.0,1
14.8,2,73.97,0.0,1
16.7,2,82.47,0.0,1
15.1,2,75.98,0.0,1
14.4,2,87.96,0.047642699999999996,1
12.17,2,23.97,0.0,1
13.6,2,47.76,0.0,1
9.2,2,431.93,0.0,1
14.83,2,196.82,0.0,1
16.73,2,131.24,0.0,1
12.9,2,175.22,0.0,1
8.3,3,82.67,0.0,1
15.47,2,78.83,0.0,1
11.2,2,45.67,0.0,1
11.5,2,59.98,0.0,1
12.83,2,109.73,0.0,1
11.8,2,42.96,0.0,1
12.07,2,27.98,0.1250782,1
10.9,2,57.95,0.0,1
15.3,2,70.34,0.0,1
11.1,2,27.98,0.0,1
8.63,2,93.98,0.02381235,1
13.63,2,28.34,0.0,1
9.4,2,231.98,0.0,1
16.2,2,55.97,0.0,1
13.33,2,194.96,0.0,1
14.43,2,89.98,0.0,1
15.07,2,108.89,0.0,1
13.43,2,131.97,0.0,1
12.7,2,24.97,0.0,1
13.03,2,63.54,0.0,1
11.33,2,47.98,0.0,1
13.43,2,90.97,0.0,1
15.43,2,101.88,0.0,1
11.3,2,41.98,0.0,1
17.0,2,30.45,0.0,1
9.47,2,65.98,0.0,1
9.57,2,539.98,0.0,0
11.33,2,180.38,0.0,1
11.93,2,125.97,0.0,1
13.77,2,87.98,0.0,1
16.2,2,20.84,0.0,1
16.9,2,236.97,0.0,1
9.4,2,99.95,0.041005099999999996,1
10.37,2,20.43,0.0,1
9.3,2,25.64,0.0,1
15.23,2,345.89,0.0,1
14.03,2,25.98,0.0,1
16.07,3,56.4,0.0,1
12.07,3,140.91,0.0,1
11.83,2,24.47,0.0,1
14.73,2,219.33,0.0,1
11.3,2,67.97,0.0,1
15.83,2,63.08,0.0,1
9.47,2,59.96,0.0,1
8.0,2,23.88,0.0,1
10.47,4,148.95,0.047370325,1
15.67,2,84.18,0.0,1
13.6,2,33.97,0.0,1
9.07,2,0.0,0.0,1
16.27,3,59.97,0.0,1
12.2,3,123.97,0.0,1
9.6,2,57.98,0.045468800000000004,1
11.77,2,81.93,0.0,1
11.9,3,42.77,0.0,1
12.63,2,33.39,0.0,1
16.17,2,113.32,0.02371385,1
13.1,2,98.95,0.0,1
8.87,2,29.5,0.0,1
12.03,2,25.98,0.0,1
12.37,2,36.98,0.0,1
11.8,2,78.98,0.0,1
12.9,2,45.98,0.0,1
9.97,2,56.23,0.0,1
9.1,2,112.97,0.0238133,1
10.1,2,73.98,0.0,1
10.2,2,83.97,0.0,1
11.8,3,169.25,0.0,1
13.53,2,59.98,0.0454683,1
9.5,3,202.92,0.0,1
13.6,2,71.48,0.0,1
10.07,2,62.71,0.0,1
13.13,2,146.11,0.0,1
12.67,2,504.89,0.0,1
16.1,2,137.97,0.0,1
13.33,3,447.88,0.0,1
14.07,2,52.98,0.0,1
12.47,2,153.29,0.0,1
10.47,2,101.7,0.0,1
10.13,2,234.89,0.0,1
13.57,2,16.78,0.0,1
9.93,2,91.03,0.0,1
9.63,3,92.25,0.03034783333,1
9.07,2,32.97,0.0,1
13.1,3,250.94,0.0,1
12.17,2,98.18,0.0,1
16.5,2,185.98,0.0,1
12.43,2,33.42,0.0,1
9.43,2,92.66,0.0,1
12.2,2,41.78,0.0,1
11.93,2,141.82,0.0,1
9.47,2,39.96,0.0,1
11.6,2,65.12,0.0,1
12.33,2,33.96,0.0,1
9.97,2,52.07,0.1000303,1
8.67,2,35.88,0.0,1
12.17,2,39.96,0.0,1
9.87,2,97.52,0.0107093,1
9.17,5,60.86,0.0,1
9.0,2,95.97,0.0,1
9.9,2,43.53,0.0,1
8.63,2,44.97,0.0,1
11.4,2,65.98,0.0,1
11.73,2,32.36,0.0,1
13.1,2,101.99,0.0,1
13.2,4,102.96,0.0,1
12.8,3,65.94,0.0,1
14.97,2,32.97,0.0,1
11.57,2,51.38,0.0,1
12.47,2,27.98,0.0,1
12.73,2,344.85,0.0,1
14.93,2,37.98,0.0,1
8.17,2,51.98,0.0,1
8.6,2,74.92,0.0,1
15.97,2,77.5,0.0,1
13.57,2,73.77,0.0,1
12.03,2,112.71,0.0,1
13.87,3,44.92,0.0,1
14.9,2,28.98,0.0,1
10.07,2,142.96,0.0,1
9.17,3,99.97,0.03030993333,1
12.0,3,134.92,0.0,1
14.8,2,89.98,0.0,1
15.73,2,255.96,0.0,1
8.53,2,125.58,0.0,1
15.1,2,79.15,0.0,1
16.73,2,58.57,0.0,1
13.47,2,45.58,0.0236292,1
15.2,2,66.94,0.0,1
14.83,2,33.61,0.0,1
15.5,2,115.58,0.0,1
13.27,2,35.98,0.0,1
10.03,2,55.93,0.0,1
9.17,2,31.96,0.047675800000000004,1
11.73,2,260.3,0.0,1
12.83,3,527.86,0.02415523333,1
14.47,2,104.54,0.0,1
12.37,2,48.93,0.0,1
16.63,2,11.98,0.0,1
16.7,2,19.18,0.0,1
11.87,2,65.18,0.0,1
11.8,3,428.22,0.0434765,1
9.23,2,21.26,0.0,1
9.4,2,207.98,0.0,1
16.53,2,210.84,0.0254483,1
14.13,2,54.29,0.0,1
13.1,2,92.14,0.0,1
14.13,3,45.2,0.0,1
15.6,2,53.97,0.0,1
10.3,2,53.96,0.0,1
15.3,2,26.31,0.0,1
12.5,2,69.36,0.0,1
14.53,2,44.51,0.0,1
10.5,3,45.43,0.1037182,1
10.63,2,53.98,0.0,1
10.87,2,71.48,0.08671675,1
10.83,2,41.94,0.0,1
16.93,2,124.95,0.0,1
10.3,2,56.49,0.0,1
15.0,2,95.06,0.0,1
13.67,2,170.97,0.0,1
15.97,2,99.98,0.0,1
10.5,2,41.97,0.08338295,1
8.6,2,99.98,0.0,1
11.57,4,52.96,0.0,1
11.1,4,63.96,0.0,1
13.33,2,26.86,0.0,1
10.27,2,19.98,0.0,1
12.1,2,43.76,0.0,1
10.6,2,195.97,0.11924805,1
16.1,2,107.5,0.0,1
8.33,2,231.98,0.0,0
11.9,2,128.18,0.0,1
10.4,2,73.65,0.03328835,1
14.23,2,66.09,0.0,1
9.03,2,29.98,0.0,1
16.63,2,113.98,0.0,1
8.6,2,33.98,0.0,1
9.73,2,64.92,0.0,1
14.9,2,41.94,0.0,1
14.6,2,92.14,0.0,1
13.47,2,210.75,0.0,1
11.83,2,53.95,0.0,1
14.07,2,263.01,0.0,1
10.43,2,77.26,0.0,1
9.47,2,316.94,0.0,1
8.43,2,107.88,0.0,1
13.63,2,178.43,0.0238224,1
11.57,3,234.08,0.0,1
12.47,2,61.98,0.0,1
15.3,2,63.29,0.0,1
12.97,2,58.52,0.0,1
9.77,2,18.22,0.0,1
14.6,2,194.98,0.10785255,1
13.93,2,45.62,0.0,1
10.2,2,43.9,0.0,1
16.1,2,58.78,0.0,1
15.17,2,87.98,0.0,1
12.93,2,95.97,0.0,1
12.43,2,38.98,0.045476300000000004,1
8.67,2,350.28,0.0,0
10.77,2,36.36,0.0,1
17.13,2,201.97,0.03416375,1
9.23,2,124.98,0.0,1
12.5,2,58.5,0.0,1
13.93,2,89.98,0.0,1
8.43,2,61.29,0.0,1
12.13,2,44.96,0.0,1
12.9,2,57.96,0.0454841,1
14.07,2,95.55,0.0,1
14.13,2,57.32,0.0,1
11.87,2,133.98,0.0,1
15.33,2,46.93,0.0,1
16.73,2,29.95,0.0,1
12.67,2,65.97,0.0,1
14.0,2,69.63,0.0,1
8.0,2,73.41,0.0,1
16.63,2,49.67,0.0,1
16.23,2,53.62,0.0,1
10.67,2,59.99,0.0,1
12.77,2,169.85,0.0,1
