R,F,M,C,cluster
4.27,2,670.88,0.0,0
0.17,2,43.58,0.0,0
2.83,2,45.54,0.0,0
2.33,2,288.98,0.0908552,0
0.33,3,302.24,0.0,0
6.33,2,53.98,0.0,0
7.3,2,60.82,0.0,0
1.77,3,275.99,0.052099599999999996,0
0.07,3,86.88,0.0,0
2.1,3,429.87,0.0186308,0
6.43,2,121.98,0.0,0
2.17,2,419.92,0.0,0
2.37,3,478.95,0.0302726,0
5.93,2,114.77,0.0,0
2.0,2,41.28,0.0,0
6.63,2,331.48,0.0,0
7.23,2,28.98,0.0,0
1.5,2,374.89,0.0,0
5.9,2,235.97,0.0,0
4.37,2,129.1,0.0,0
7.7,2,96.21,0.0,0
7.47,2,62.31,0.0,0
1.7,2,85.22,0.0,0
7.87,2,39.63,0.0,1
3.17,4,137.7,0.0,0
4.73,2,359.98,0.047621300000000005,0
1.67,3,101.52,0.0,0
1.0,2,56.07,0.0,0
4.4,2,53.28,0.0,0
4.4,2,231.55,0.0,0
7.27,2,59.31,0.0,0
1.0,2,42.98,0.0,0
1.33,3,348.23,0.0,0
4.6,2,169.98,0.0859816,0
1.1,2,71.32,0.04135545,0
3.77,3,399.95,0.05665016667,0
4.1,3,299.93,0.0,0
6.73,2,67.04,0.0,0
7.53,2,237.58,0.0,0
6.77,2,250.66,0.0,0
0.13,2,505.61,0.0454471,0
4.83,3,127.54,0.0,0
3.53,2,109.11,0.0,0
4.2,2,54.15,0.0,0
2.37,2,199.96,0.0,0
6.47,2,309.98,0.0294135,0
0.73,2,54.42,0.0,0
8.33,2,280.95,0.0,0
5.33,2,213.97,0.06026105,0
4.83,2,399.95,0.0145085,0
8.13,2,210.47,0.0,0
6.17,2,27.67,0.0,0
5.07,2,509.96,0.0625052,0
3.1,3,178.95,0.0,0
1.13,3,213.2,0.0,0
4.2,2,259.96,0.0,0
4.2,2,299.96,0.09008435,0
7.33,2,18.98,0.0,0
2.9,2,424.88,0.0,0
2.7,2,199.98,0.0,0
3.4,2,136.97,0.0454291,0
1.83,3,169.3,0.0,0
2.2,2,70.28,0.0,0
4.03,2,149.98,0.0,0
4.07,2,21.47,0.0,0
4.9,2,159.99,0.0,0
0.2,2,13.98,0.0,0
1.1,3,498.95,0.05308963333,0
2.93,2,119.98,0.0,0
5.67,2,35.99,0.0453114,0
4.57,2,209.98,0.08692439999999999,0
6.97,2,53.98,0.0,0
4.43,3,299.96,0.10149069999999999,0
7.17,2,43.98,0.0,0
1.57,2,289.88,0.0,0
4.77,3,74.37,0.0,0
3.37,2,300.99,0.0,0
1.1,3,567.56,0.0,0
4.7,2,41.98,0.0,0
0.43,3,70.98,0.0,0
2.1,2,414.95,0.0,0
4.03,2,423.64,0.0410962,0
5.67,2,21.98,0.09020855,0
1.57,2,73.98,0.0,0
0.13,2,114.47,0.04537705,0
4.17,2,158.81,0.0,0
0.7,2,39.98,0.0,0
6.53,2,111.3,0.0,0
1.53,4,326.16,0.0,0
0.57,3,198.97,0.04607866667,0
3.07,2,199.87,0.0,0
4.77,2,36.81,0.0,0
1.33,4,135.95,0.0,0
7.57,4,558.13,0.0,0
5.9,2,417.95,0.0,0
3.5,2,275.76,0.0338112,0
8.43,2,427.7,0.0,0
6.2,2,68.26,0.0,0
1.0,2,14.99,0.0,0
5.47,2,317.96,0.07353660000000001,0
3.33,2,99.98,0.0,0
6.67,2,23.97,0.0,0
0.33,2,51.12,0.05629715,0
5.57,3,272.96,0.04615106667,0
5.13,2,31.02,0.0,0
3.43,2,289.98,0.045457300000000006,0
6.43,2,99.44,0.0,0
1.1,3,340.67,0.0,0
3.67,2,79.98,0.0,0
0.8,2,52.34,0.0,0
6.0,2,85.98,0.0,0
0.93,2,35.98,0.0,0
6.4,4,131.96,0.0,0
0.13,2,313.98,0.0,0
0.4,4,706.95,0.022563075,0
5.97,2,51.98,0.0,0
0.07,2,47.97,0.0,0
5.63,5,457.87,0.0,0
6.2,3,328.95,0.12178779999999999,0
3.5,3,389.97,0.051286,0
5.0,2,173.95,0.0,0
3.0,2,39.99,0.0,0
6.53,2,297.1,0.0,0
6.0,2,307.96,0.0,0
2.7,3,350.2,0.0,0
1.03,2,64.87,0.0,0
0.07,2,111.96,0.051083699999999996,0
0.03,2,44.98,0.0,0
3.73,2,239.98,0.0,0
1.33,4,126.96,0.0,0
3.3,2,547.96,0.0,0
5.6,3,439.94,0.0,0
4.33,2,129.99,0.0,0
3.23,2,42.98,0.0,0
1.6,2,29.98,0.0,0
4.67,2,132.98,0.0,0
3.0,2,45.98,0.0,0
1.47,2,119.97,0.0238171,0
1.07,2,90.91,0.0,0
2.7,2,66.97,0.0,0
5.4,2,25.99,0.0,0
7.2,2,41.97,0.0,0
6.5,2,192.98,0.0,0
0.1,4,156.96,0.078078575,0
6.43,2,31.98,0.0,0
6.57,2,99.44,0.0,0
7.27,2,21.89,0.0,0
0.8,2,52.94,0.0,0
3.2,4,103.31,0.0,0
5.73,2,49.97,0.0,0
5.6,2,473.94,0.0,0
2.53,4,399.94,0.058129775,0
5.23,2,85.35,0.0,0
7.57,2,271.79,0.0,0
1.1,3,71.96,0.0,0
2.2,2,21.5,0.0,0
7.87,2,119.98,0.02830635,0
1.73,2,104.98,0.0,0
1.9,2,108.0,0.0,0
1.93,3,52.74,0.0,0
6.2,2,313.97,0.1375772,3
7.0,2,47.97,0.0,0
3.13,2,203.46,0.02564105,0
3.5,2,53.96,0.1019893,0
5.5,2,313.97,0.0,0
7.6,2,497.75,0.0,0
2.03,3,61.84,0.0,0
4.93,3,96.45,0.0,0
4.57,2,85.98,0.11001005,0
4.3,2,661.95,0.06455865,0
0.53,2,94.98,0.0,0
2.03,2,124.97,0.037043900000000005,0
4.5,2,159.99,0.0,0
3.3,2,67.98,0.0,0
6.23,2,35.98,0.09680419999999999,0
1.93,3,39.55,0.0,0
3.77,2,134.01,0.0,0
2.83,2,53.57,0.0,0
6.73,2,233.17,0.0,0
3.47,2,107.98,0.0,0
3.57,2,299.96,0.0,0
1.07,4,726.93,0.022718425,0
2.93,2,85.78,0.0,0
3.0,2,393.31,0.0,0
3.23,2,13.94,0.0,0
5.93,2,102.56,0.0,0
2.47,2,432.37,0.0,0
4.57,2,159.99,0.0,0
3.1,2,118.39,0.0,0
2.5,2,152.51,0.0,0
5.43,2,93.0,0.0,0
3.57,2,37.22,0.0,0
3.57,4,270.91,0.0,0
4.83,2,287.96,0.04717575,0
5.5,2,169.98,0.0,0
4.5,2,267.96,0.0,0
3.73,2,254.63,0.0,0
5.2,2,81.86,0.0260007,0
5.1,2,87.57,0.0,0
5.07,3,42.97,0.0,0
4.73,2,149.98,0.0,0
0.1,3,43.96,0.0,0
2.7,2,658.81,0.0505286,0
0.3,2,404.99,0.0,0
6.9,2,81.96,0.0,0
4.9,2,239.97,0.0,0
0.67,2,75.74,0.0,0
0.63,3,459.96,0.1153616,0
0.73,3,274.96,0.10527423332999998,0
6.83,2,92.8,0.0,0
7.67,2,47.56,0.0,0
5.7,2,36.52,0.0,0
2.03,2,51.16,0.0,0
2.33,3,447.42,0.06035066667,0
5.27,2,299.96,0.0,0
2.87,3,139.98,0.1250156,0
1.07,2,300.26,0.09422945,0
7.83,2,84.88,0.0,0
0.6,2,85.59,0.0,0
6.1,2,119.96,0.0,0
3.0,2,74.97,0.0,0
7.63,2,188.97,0.0877347,0
5.23,3,141.96,0.0329034,0
0.13,2,30.5,0.0,0
6.2,2,151.26,0.006086199999999999,0
2.87,2,119.98,0.0,0
2.27,2,133.44,0.0,0
4.03,2,209.98,0.0,0
5.97,2,53.98,0.0,0
5.73,4,626.0,0.0,0
3.6,3,42.97,0.0,0
3.8,3,156.82,0.00352113333,0
5.87,3,403.95,0.03508956667,0
8.0,4,122.45,0.041671675,0
5.6,2,287.96,0.0943515,0
6.33,4,512.96,0.0,0
1.03,2,86.98,0.0,0
8.3,4,479.93,0.0,0
6.33,2,99.98,0.02381235,0
6.13,2,283.97,0.0,0
5.77,2,473.95,0.029039699999999998,0
7.97,2,347.01,0.0,0
1.53,2,28.35,0.0,0
4.0,2,31.92,0.0,0
6.67,2,394.97,0.0,0
0.03,2,653.88,0.0,0
1.83,2,69.77,0.0,0
4.27,2,429.97,0.0,0
5.83,3,232.38,0.0,0
1.83,5,79.94,0.0,0
6.2,2,51.98,0.0,0
5.47,2,95.34,0.0,0
0.1,2,56.88,0.0,0
0.17,3,671.14,0.0,0
7.0,2,239.98,0.0,0
7.17,2,67.66,0.0,0
2.47,2,30.54,0.0,0
4.17,2,42.78,0.0,0
4.6,3,319.97,0.0,0
2.2,3,149.98,0.0,0
0.63,3,152.87,0.0,0
4.53,2,242.49,0.051284699999999996,0
6.5,2,124.98,0.0,0
2.37,2,80.11,0.0,0
7.63,3,185.95,0.0,0
4.73,2,333.94,0.0,0
4.7,2,46.98,0.0,0
4.87,2,149.99,0.0,0
0.1,2,79.98,0.0,0
5.2,2,313.97,0.0,0
1.93,3,141.96,0.0188709,0
2.1,2,259.98,0.0666711,0
5.63,2,39.83,0.09271495,0
2.37,2,23.87,0.0,0
7.97,2,46.6,0.045509,0
4.9,2,43.98,0.0,0
4.3,3,209.98,0.1250104,0
6.37,3,203.91,0.056627099999999986,0
2.47,2,46.99,0.0,0
5.8,2,112.81,0.02122465,0
8.07,2,141.87,0.0,0
6.47,2,51.47,0.053690499999999995,0
5.9,2,286.97,0.0,0
3.33,2,84.87,0.0416841,0
3.3,2,128.97,0.0,0
6.4,2,25.24,0.0,0
1.4,2,35.97,0.0,0
3.2,2,39.99,0.0,0
5.27,2,93.96,0.0,0
1.43,2,71.96,0.09084635,0
7.37,2,53.54,0.0,0
0.47,2,135.26,0.0,0
2.47,2,86.95,0.0,0
0.47,3,151.33,0.0,0
5.17,2,92.98,0.09071895,0
6.47,3,29.46,0.0,0
4.5,2,59.4,0.0,0
4.37,2,169.98,0.0859816,0
6.43,2,171.98,0.0,0
7.6,2,97.97,0.0,0
5.7,2,117.52,0.0,0
6.93,2,83.26,0.0,0
7.33,2,136.39,0.0,0
4.57,2,370.32,0.0,0
1.2,5,402.07,0.0,0
7.07,4,236.3,0.0,0
0.23,2,305.95,0.0,0
4.73,2,209.98,0.08692439999999999,0
0.83,2,32.68,0.0,0
3.23,2,60.98,0.0,0
7.87,2,120.16,0.0,0
3.13,2,108.36,0.0,0
2.37,2,167.07,0.0,0
2.13,2,170.94,0.0,0
7.5,2,199.98,0.1071521,0
3.6,2,396.93,0.0,0
3.63,3,629.35,0.0,0
6.47,3,479.7,0.0,0
6.9,3,35.81,0.0,0
0.63,2,55.98,0.0,0
4.6,2,464.96,0.01613005,0
6.97,2,169.42,0.0,0
1.27,2,89.28,0.0,0
7.93,2,159.98,0.0,0
4.47,2,149.98,0.0,0
0.83,6,192.25,0.0,0
7.3,2,81.98,0.0,0
2.87,2,50.61,0.0,0
6.27,3,151.78,0.0,0
5.17,2,120.85,0.0,0
5.17,2,447.23,0.0,0
5.27,2,123.98,0.0454219,0
6.2,2,99.15,0.0,0
2.97,2,104.81,0.0,0
6.17,2,280.0,0.0,0
0.3,2,66.98,0.0,0
3.33,2,139.07,0.0,0
5.87,3,71.44,0.0,0
2.63,2,179.99,0.0,0
7.6,2,141.92,0.0,0
0.67,2,54.18,0.0,0
7.23,2,40.99,0.0,0
7.63,3,232.93,0.0,0
5.6,3,259.95,0.0,0
5.0,2,78.97,0.04546745,0
3.97,2,56.94,0.0,0
0.07,3,239.97,0.03030646667,0
0.8,4,694.57,0.02274435,0
4.4,2,277.97,0.0,0
5.4,2,89.99,0.0,0
5.2,2,66.98,0.0,0
5.97,2,85.97,0.0,0
0.03,3,38.97,0.1334223,0
5.4,2,30.59,0.0,0
8.13,3,140.63,0.0,0
5.93,2,25.98,0.0,0
4.9,2,85.8,0.0,0
3.5,2,619.96,0.01807315,0
4.1,2,179.97,0.0,0
4.9,2,159.99,0.0,0
7.67,2,113.98,0.02830655,0
3.97,2,36.98,0.0,0
5.8,2,299.98,0.0,0
6.47,2,263.97,0.0,0
2.03,4,86.09,0.0,0
6.7,2,34.99,0.0,0
5.17,2,299.98,0.058827,0
1.33,2,119.98,0.0,0
4.8,3,192.98,0.0,0
7.43,2,93.98,0.0,0
2.27,2,94.85,0.02480365,0
4.87,2,199.96,0.0,0
6.4,2,289.98,0.0,0
6.2,2,42.98,0.0,0
7.7,3,76.97,0.0,0
4.57,2,49.23,0.0,0
3.37,3,51.97,0.0,0
1.67,2,158.99,0.0364636,0
6.3,3,43.59,0.0,0
4.57,2,307.96,0.03247175,0
3.03,2,53.5,0.0,0
5.33,2,38.35,0.0,0
0.07,2,32.86,0.0,0
1.77,2,131.05,0.0,0
2.23,2,429.97,0.03448515,0
4.67,2,94.9,0.0,0
1.9,2,94.98,0.0,0
0.33,2,42.97,0.0,0
3.67,2,78.2,0.0741179,0
5.63,2,28.47,0.0,0
0.9,2,234.98,0.0,0
6.0,2,189.98,0.0,0
1.73,2,41.15,0.0,0
5.53,2,22.16,0.0,0
1.87,2,190.71,0.0,0
5.47,3,77.21,0.0,0
0.0,2,43.95,0.0,0
0.6,2,299.98,0.058827,0
6.03,2,297.96,0.0,0
1.9,2,43.8,0.0,0
1.9,2,64.49,0.08899560000000001,0
6.27,2,67.98,0.0,0
4.3,2,283.96,0.0,0
5.67,2,77.96,0.042600900000000004,0
2.03,2,73.96,0.0,0
3.63,2,45.98,0.0,0
3.13,2,113.05,0.0,0
5.47,2,39.98,0.0,0
1.03,2,43.32,0.0,0
6.33,2,97.97,0.06522945,0
5.07,2,267.96,0.0,0
0.47,2,96.03,0.0,0
2.97,3,124.97,0.0158749,0
5.53,2,29.98,0.0,0
3.23,2,37.98,0.0,0
6.6,2,48.46,0.0,0
4.57,3,124.97,0.0,0
5.97,3,141.06,0.0,0
4.5,2,59.98,0.0,0
1.97,3,125.22,0.0,0
1.93,2,115.99,0.0,0
1.2,2,417.88,0.0409881,0
5.97,2,23.98,0.0,0
1.4,2,175.34,0.0,0
1.77,2,46.42,0.0,0
2.6,2,32.3,0.0,0
1.27,3,120.85,0.0,0
1.27,4,279.96,0.0,0
0.93,3,92.4,0.0,0
1.63,2,341.64,0.027872900000000003,0
3.63,2,540.51,0.0,0
6.9,2,101.97,0.0,0
3.87,2,259.98,0.0,0
2.2,2,85.98,0.0,0
5.2,4,107.95,0.0,0
4.27,2,70.96,0.0,0
5.83,2,283.97,0.0,0
3.13,2,59.99,0.056612699999999995,0
1.37,2,39.98,0.0,0
0.57,2,63.17,0.0,0
0.43,5,82.95,0.0,0
0.4,3,52.96,0.0,0
6.2,4,210.96,0.0552668,0
2.47,2,229.42,0.0,0
0.4,2,75.98,0.0,0
7.07,3,214.28,0.0,0
3.53,2,45.99,0.0,0
4.37,2,31.48,0.05408330000000002,0
4.5,2,55.98,0.0,0
7.3,2,278.97,0.0,0
5.73,2,313.97,0.11160185,0
6.6,2,363.64,0.0,0
4.87,3,449.97,0.03174806667,0
1.27,2,59.11,0.0,0
4.03,2,113.84,0.0061287,0
2.63,2,197.97,0.03288155,0
6.43,3,419.97,0.0,0
6.03,2,273.97,0.0,0
3.4,2,159.98,0.0,0
6.7,2,44.31,0.0,0
4.13,2,219.98,0.0,0
1.27,2,149.98,0.0,0
3.73,4,256.87,0.0,0
5.97,2,220.35,0.0,0
7.6,2,75.14,0.0,0
1.77,2,77.07,0.0251467,0
3.8,2,62.97,0.08715815,0
6.07,2,303.97,0.0,0
1.37,2,97.98,0.0454597,0
0.43,2,38.08,0.0,0
6.57,2,47.18,0.0,0
0.4,2,130.93,0.0,0
1.03,5,94.76,0.0,0
4.77,2,44.63,0.0,0
2.53,3,152.95,0.0,0
3.13,2,162.97,0.0806972,0
7.57,2,69.93,0.0,0
4.63,3,160.45,0.0,0
6.07,2,467.49,0.0,0
3.27,2,28.87,0.0,0
5.2,2,195.96,0.0,0
4.27,2,72.68,0.0,0
2.53,2,49.82,0.0,0
7.07,2,44.78,0.0,0
2.13,2,41.48,0.0,0
1.1,4,281.29,0.0,0
4.93,2,93.46,0.0,0
3.37,2,459.96,0.10000615,0
2.67,3,113.92,0.0,0
6.33,5,139.51,0.0,0
2.57,2,183.9,0.11882449999999999,0
5.73,2,58.34,0.0,0
0.93,3,89.94,0.1305104,0
2.1,2,25.97,0.0,0
2.6,3,50.82,0.0,0
4.7,2,51.33,0.0,0
2.5,2,52.58,0.0,0
7.5,2,105.98,0.0,0
5.4,2,51.98,0.0,0
6.6,2,379.88,0.0,0
6.1,2,479.97,0.0,0
3.57,3,41.02,0.0,0
6.83,2,26.99,0.0,0
2.4,2,50.87,0.0475755,0
0.9,2,85.76,0.0,0
5.3,3,74.2,0.0,0
3.53,2,119.96,0.0,0
3.23,2,127.67,0.0,0
2.67,2,59.98,0.0,0
4.57,2,159.96,0.0238152,0
4.6,2,159.99,0.0,0
6.63,2,96.79,0.0,0
5.03,2,18.38,0.0,0
4.9,2,159.99,0.0,0
2.37,2,239.98,0.076929,0
5.5,2,589.94,0.03190765,0
6.23,2,178.06,0.0,0
4.7,2,185.34,0.0,0
6.57,2,20.27,0.0,0
3.07,2,31.97,0.0,0
0.5,2,25.98,0.0,0
2.8,3,489.96,0.0,0
4.9,2,63.23,0.0,0
5.93,2,287.78,0.0,0
5.37,2,42.98,0.0,0
6.6,2,282.49,0.0,0
4.87,2,79.98,0.03615619999999999,0
3.53,3,64.88,0.0,0
7.5,2,54.97,0.02415955,0
5.3,2,200.12,0.0,0
4.27,3,79.97,0.0,0
1.47,2,99.98,0.0,0
4.97,5,538.93,0.03130404,0
8.2,3,305.86,0.0,0
7.8,2,209.98,0.0,0
5.43,2,192.97,0.0,0
5.33,2,29.86,0.0,0
6.03,2,89.47,0.0,0
7.5,2,216.93,0.0,0
1.0,2,102.77,0.0,0
7.33,2,50.77,0.0,0
5.37,2,44.32,0.0,0
2.43,2,104.96,0.0,0
4.2,2,57.9,0.0,0
5.83,2,47.96,0.0,0
6.0,2,38.97,0.0450405,0
3.67,2,153.97,0.0625078,0
0.33,2,269.96,0.0,0
0.2,5,234.9,0.0,0
4.53,2,31.16,0.0,0
4.77,2,109.96,0.0,0
5.13,2,188.96,0.0,0
5.1,2,173.95,0.04546605,0
6.53,2,279.98,0.0,0
3.97,2,320.97,0.0,0
5.37,3,310.92,0.0,0
2.23,3,78.91,0.0,0
2.9,2,13.92,0.0,0
6.93,2,256.96,0.12961775,0
0.1,2,0.0,0.0,0
0.8,3,321.94,0.00492693333,0
6.73,2,19.98,0.06527415,0
4.27,3,35.98,0.0,0
1.17,3,106.37,0.0,0
1.03,3,514.92,0.11373406667,0
8.1,4,215.64,0.0,0
1.63,2,108.47,0.0,0
3.53,2,52.96,0.0,0
3.57,2,119.98,0.0,0
7.77,2,71.16,0.0,0
3.63,2,25.98,0.0,0
0.47,2,47.88,0.0,0
0.83,4,220.98,0.0,0
3.3,2,81.91,0.0,0
4.57,2,74.45,0.0,0
6.23,2,14.72,0.0,0
1.27,2,57.98,0.0,0
7.1,2,78.7,0.0,0
4.87,2,389.88,0.01218555,0
5.2,2,74.25,0.0,0
6.9,2,28.78,0.0,0
2.2,4,109.97,0.0,0
6.33,2,55.25,0.0,0
0.13,3,106.72,0.0,0
5.47,3,250.93,0.0,0
7.0,2,387.92,0.0,0
4.8,2,429.94,0.04839335,0
2.73,2,59.97,0.0,0
0.4,2,407.48,0.0,0
6.87,2,59.43,0.0,0
6.6,2,239.96,0.11719445,0
1.07,2,609.92,0.10560695,0
0.33,2,49.98,0.0,0
1.33,2,59.88,0.11070685,0
4.67,2,110.47,0.10675115,0
3.17,2,39.78,0.0,0
8.33,2,329.97,0.0384649,0
3.17,2,129.99,0.0,0
5.23,2,413.97,0.0,0
0.27,2,127.96,0.0,0
6.53,2,244.98,0.0,0
5.37,2,75.94,0.085501,0
5.97,2,25.56,0.0,0
0.97,2,58.98,0.0,0
5.17,2,273.97,0.0,0
4.2,2,47.98,0.06929045,0
7.5,2,43.98,0.0,0
4.83,2,81.94,0.0,0
0.2,2,85.06,0.0,0
1.2,3,83.97,0.0,0
5.0,2,45.33,0.0,0
2.97,2,179.03,0.0,0
1.97,2,152.95,0.0,0
3.33,2,17.79,0.0,0
2.3,2,53.1,0.02136355,0
5.77,4,62.95,0.0,0
3.23,2,159.98,0.0,0
5.93,2,71.98,0.0,0
3.0,2,26.98,0.09097045,0
7.23,3,127.96,0.0,0
2.83,2,71.19,0.0,0
4.3,2,231.98,0.0,0
7.9,2,79.35,0.0,0
6.93,2,58.48,0.0,0
4.17,2,259.98,0.0,0
3.67,2,69.98,0.0,0
4.13,2,62.99,0.0,0
4.9,2,39.99,0.0,0
5.77,3,137.94,0.0,0
3.07,2,47.97,0.0,0
6.6,2,133.98,0.0,0
1.9,2,68.98,0.09515710000000001,0
0.9,2,59.98,0.0454683,0
6.2,2,259.98,0.10345539999999999,0
6.27,2,273.97,0.0,0
3.57,2,61.2,0.0,0
0.57,2,30.38,0.09883015,0
5.4,2,89.68,0.0,0
3.27,2,259.98,0.06522175,0
7.23,2,79.98,0.0,0
6.27,2,219.98,0.0,0
2.4,2,68.53,0.0238171,0
7.4,2,59.98,0.0,0
3.17,2,44.68,0.0,0
3.9,2,115.97,0.0,0
7.33,2,269.37,0.0,0
7.57,2,119.97,0.0,0
4.7,2,236.3,0.0,0
1.5,3,152.19,0.0,0
6.43,2,255.32,0.0,0
3.53,2,91.86,0.08185185,0
3.33,2,51.38,0.0,0
5.3,3,90.76,0.0,0
4.7,2,149.99,0.09091460000000001,0
5.83,4,551.93,0.0,0
5.9,2,55.97,0.020842,0
1.9,3,496.51,0.0,0
4.8,2,28.58,0.0,0
0.37,2,64.86,0.0222321,0
6.63,2,239.98,0.0,0
4.4,2,48.36,0.0,0
0.1,2,34.98,0.0,0
6.33,2,254.98,0.0,0
1.27,5,240.59,0.0,0
1.97,3,43.97,0.0,0
5.53,2,81.98,0.0,0
0.83,2,216.94,0.0,0
3.53,4,149.95,0.08554505,0
7.07,2,287.97,0.0316496,0
1.8,3,68.53,0.0,0
7.17,2,115.97,0.0,0
6.03,2,45.26,0.0,0
6.7,2,56.98,0.0,0
6.13,2,89.38,0.0,0
7.5,3,108.97,0.0,0
3.43,2,149.98,0.1129105,0
4.13,2,619.96,0.0,0
6.87,2,76.4,0.0,0
2.97,2,269.96,0.093887,0
6.2,2,149.51,0.0028171,0
2.47,2,63.38,0.0,0
5.67,2,59.98,0.0,0
0.0,2,199.97,0.0,0
2.03,2,31.98,0.04547335,0
3.33,2,115.91,0.0,0
6.67,2,242.98,0.0,0
4.63,2,61.21,0.0,0
3.0,4,754.81,0.0,0
0.5,3,68.76,0.0,0
6.8,2,141.98,0.0,0
7.23,2,24.07,0.0,0
2.07,2,44.43,0.0,0
2.6,2,133.55,0.0,0
0.67,2,53.96,0.0,0
5.23,2,417.95,0.0,0
6.07,2,69.98,0.0,0
1.43,3,106.97,0.0,0
6.33,2,244.96,0.1023299,0
5.37,3,89.97,0.0,0
2.4,2,181.47,0.0,0
2.03,2,64.6,0.0,0
4.37,2,259.98,0.0,0
6.73,2,173.43,0.0,0
6.0,2,22.12,0.0,0
5.73,2,45.78,0.0,0
5.5,2,299.96,0.0,0
4.97,3,549.96,0.0266688,0
1.83,2,32.88,0.0238237,0
3.2,2,8.99,0.0,0
0.17,2,120.73,0.0198278,0
4.73,2,159.99,0.058827,0
3.53,3,0.0,0.0,0
1.73,2,449.87,0.0,0
4.3,2,77.68,0.0,0
7.33,2,130.98,0.0,0
7.23,2,29.94,0.0,0
8.2,2,389.9,0.0,0
2.27,2,259.98,0.06522175,0
4.0,2,28.85,0.0,0
4.37,2,51.96,0.0,0
4.73,2,59.98,0.0,0
6.47,2,37.98,0.0,0
2.63,3,142.76,0.0,0
2.9,2,69.98,0.0,0
6.6,2,48.98,0.0,0
5.7,2,273.55,0.0,0
1.53,2,31.98,0.0,0
4.07,3,569.96,0.08614523332999999,0
1.43,2,59.98,0.0909366,0
2.1,2,29.18,0.0,0
0.77,2,598.9,0.0766286,0
2.8,2,317.01,0.0,0
1.03,2,80.76,0.0,0
4.73,2,62.97,0.0,0
3.97,2,89.98,0.04546045,0
2.77,2,96.98,0.02381235,0
4.13,2,113.86,0.0,0
0.37,2,399.89,0.11241755,0
2.37,2,93.99,0.11466005,0
3.43,2,22.32,0.0,0
5.63,2,283.97,0.0,0
5.33,2,299.96,0.0312539,0
3.67,2,67.98,0.0,0
2.6,2,15.98,0.0,0
2.97,2,23.27,0.0,0
5.5,2,94.96,0.0405515,0
4.1,2,39.98,0.0,0
0.13,4,145.93,0.011910025,0
2.37,2,267.28,0.1060835,0
3.33,2,249.98,0.0,0
7.77,2,35.98,0.0,0
7.67,2,111.96,0.0,0
5.5,2,90.98,0.0,0
2.87,2,259.98,0.03571685,0
2.17,2,73.16,0.0,0
4.03,2,149.99,0.0,0
2.0,2,29.48,0.0,0
0.5,3,25.98,0.0,0
7.07,2,108.97,0.0431109,0
7.57,2,401.98,0.02680315,0
5.57,2,82.98,0.0,0
6.0,3,329.97,0.0,0
0.4,2,94.85,0.0,0
3.2,2,327.92,0.0,0
6.53,2,173.84,0.0,0
4.33,2,209.98,0.08692439999999999,0
3.3,2,54.98,0.0,0
4.53,2,312.66,0.06614455,0
5.67,2,327.96,0.0,0
3.67,3,396.96,0.0,0
0.67,3,529.49,0.0,0
0.53,2,205.66,0.0,0
5.57,2,268.97,0.0,0
1.3,4,93.47,0.0,0
3.53,2,33.98,0.0,0
5.37,2,463.96,0.0,0
2.87,2,79.97,0.0,0
3.57,2,91.19,0.0,0
3.93,2,44.98,0.0,0
5.77,2,49.98,0.03705075,0
2.07,2,166.02,0.0,0
1.57,3,365.79,0.0158737,0
0.73,2,103.96,0.0,0
1.37,2,93.16,0.0,0
3.77,2,79.78,0.06566685,0
1.57,2,238.99,0.0,0
7.87,3,333.47,0.0,0
4.67,2,95.98,0.0,0
4.23,2,793.93,0.0,0
3.67,2,87.39,0.0,0
6.63,2,43.98,0.0,0
7.17,2,36.98,0.0,0
0.63,2,180.48,0.059529999999999986,0
5.33,3,73.97,0.0,0
3.83,2,31.96,0.0,0
6.4,2,99.98,0.0454597,0
6.67,2,289.97,0.0,0
2.7,2,279.96,0.0,0
3.2,2,88.21,0.0,0
3.37,2,95.97,0.0,0
0.3,2,19.99,0.0,0
1.53,2,239.98,0.0,0
5.67,2,240.96,0.0,0
5.87,3,78.88,0.0,0
3.13,2,26.97,0.0327463,0
7.23,2,273.97,0.0,0
3.03,2,36.65,0.0,0
1.1,3,55.67,0.0,0
1.73,2,19.98,0.0,0
4.87,2,17.98,0.0,0
2.53,2,91.98,0.0,0
2.97,5,272.3,0.0,0
2.7,2,35.57,0.0,0
7.9,2,299.6,0.0,0
4.73,2,289.98,0.0,0
2.63,2,92.09,0.0,0
7.63,3,591.95,0.0,0
1.0,2,41.58,0.0,0
6.1,2,71.62,0.0,0
7.6,3,204.93,0.0,0
6.8,2,46.89,0.0,0
3.53,2,64.82,0.0,0
6.3,2,289.98,0.0,0
8.0,2,59.38,0.02435115,0
1.73,2,179.99,0.0,0
1.03,2,62.99,0.0,0
0.8,4,584.85,0.0,0
2.17,2,22.54,0.0455645,0
0.23,2,122.98,0.0,0
7.7,2,48.98,0.0,0
2.1,3,114.81,0.0,0
4.13,3,447.33,0.0,0
5.5,2,139.96,0.0,0
0.9,2,209.97,0.0,0
6.5,2,317.96,0.0,0
7.07,2,139.95,0.0,0
2.4,2,259.98,0.0,0
0.4,4,129.36,0.0,0
1.4,2,90.19,0.0,0
2.83,2,69.8,0.0,0
5.97,2,126.18,0.0,0
3.8,2,91.98,0.0454597,0
1.0,2,218.98,0.0,0
1.9,2,89.98,0.04546045,0
6.33,2,39.88,0.02152015,0
